Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_Jun,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Returning_Visitor,Revenue
0.0,0.0,0.0,0.0,7.0,48.0,0.114285714,0.157142857,0.0,0.4,1.0,1.0,6.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,47.5,0.0,0.022222222,0.0,0.0,2.0,4.0,9.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,2.0,2.0,4.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3.0,60.0,0.0,0.0,29.0,1846.63547,0.006896552,0.040147783,0.0,0.0,3.0,2.0,8.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,236.25,0.0,0.0,41.0,1955.783333,0.0,0.002439024,21.07980488,0.0,1.0,1.0,6.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.0,0.0,0.0,6.0,62.0,0.133333333,0.166666667,0.0,0.0,3.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,6.0,0.0,0.0,41.0,634.6666667,0.012698413,0.024285714,0.0,0.0,2.0,4.0,7.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,6.0,162.5,0.0,0.033333333,0.0,0.0,2.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,57.0,0.0,0.0,28.0,724.0666667,0.007407407,0.017283951,32.98533333,0.0,1.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.0,57.83333333,1.0,3.0,115.0,8388.316083,0.01252501,0.029541047,0.0,0.8,3.0,2.0,2.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,247.0,0.0,0.05,0.0,0.2,2.0,2.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,28.0,0.0,0.05,0.0,0.6,4.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8.0,440.1041667,7.0,315.0,63.0,2162.224767,0.009230769,0.022481685,12.08192262,0.2,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24.0,290.8603687,6.0,529.7,178.0,4339.534423,0.003939056,0.015263169,6.149343862,0.4,2.0,2.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,10.0,148.5,0.09,0.096666667,0.0,0.4,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,14.0,416.8333333,0.0,0.015384615,0.0,0.0,2.0,2.0,2.0,2.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4.0,80.0,0.0,0.0,16.0,213.3666667,0.0375,0.054166667,0.0,0.0,3.0,2.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,17.0,0.0,0.0,11.0,440.0,0.0,0.018181818,54.53454545,0.0,2.0,4.0,8.0,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1.0,4.0,0.0,0.0,46.0,1107.666667,0.005925926,0.020148148,0.0,0.8,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,36.0,1851.833333,0.008333333,0.040740741,0.0,0.4,4.0,1.0,2.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,1.0,28.0,19.0,1120.266667,0.021052632,0.052631579,11.38642105,0.0,4.0,1.0,6.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
2.0,683.0,0.0,0.0,16.0,1215.766667,0.0,0.005882353,30.57647059,0.0,2.0,2.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.0,0.0,1.0,38.0,10.0,311.0,0.018181818,0.036363636,0.0,0.0,2.0,10.0,2.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,11.0,0.0,0.0,48.0,2562.083333,0.004255319,0.005319149,0.0,0.0,2.0,5.0,7.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,39.0,2827.428571,0.0,0.015789474,11.33463158,0.0,2.0,2.0,2.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4.0,91.0,3.0,135.5,69.0,3596.933967,0.004761905,0.00985167,0.0,0.0,1.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,115.6,2.0,503.25,61.0,1880.271429,0.0,0.013347763,1.036090909,0.0,2.0,2.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,5.0,249.0,0.0,0.04,0.0,0.0,2.0,2.0,1.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7.0,170.8333333,1.0,39.0,4.0,45.33333333,0.0,0.011111111,0.0,0.0,3.0,2.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7.0,67.0,2.0,716.3899999999921,101.0,4713.8,0.009444444,0.010481956,20.62474136,0.0,1.0,1.0,6.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.2,3.0,2.0,1.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,106.0,1974.702597,0.001886792,0.014426543,1.324135445,0.0,2.0,2.0,8.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,23.0,0.066666667,0.1,0.0,0.6,3.0,2.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,25.0,960.0,0.016,0.054666667,0.0,0.4,2.0,2.0,1.0,11.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,31.0,1189.333333,0.0,0.031182796,0.0,0.0,2.0,2.0,2.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,63.0,1021.0,0.0265625,0.059895833,0.0,0.8,2.0,2.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,42.5,0.0,0.0,48.0,970.4192641,0.008571429,0.025088095,5.540024667,0.6,2.0,2.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.0,0.0,0.0,11.0,507.3333333,0.0,0.018181818,0.0,0.0,2.0,4.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,4.0,0.0,0.0,14.0,203.0,0.0,0.041176471,0.0,0.0,2.0,5.0,4.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9.0,105.4285714,1.0,13.0,42.0,1356.457359,0.036601307,0.055504202,3.554847806,0.0,3.0,2.0,1.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,22.0,0.0,0.0,2.0,5.0,0.0,0.066666667,0.0,0.0,2.0,2.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,46.0,2308.261905,0.0,0.000555556,0.0,0.0,2.0,2.0,7.0,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,78.0,1.0,14.0,37.0,935.5571429,0.0,0.027027027,67.73686486,0.0,2.0,2.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8.0,197.6666667,0.0,0.0,7.0,88.75,0.013333333,0.06,0.0,1.0,3.0,2.0,3.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3.0,148.0,2.0,58.5,33.0,1847.211905,0.0,0.007830405,0.0,0.0,2.0,4.0,3.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,15.0,216.0,0.023809524,0.066666667,0.0,1.0,2.0,2.0,6.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,0.0,0.0,0.0,8.0,119.0,0.075,0.1,0.0,0.0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,27.58333333,0.0,0.0,22.0,420.2,0.008695652,0.01516165,0.0,0.0,3.0,2.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,47.0,0.1,0.15,0.0,0.0,2.0,2.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,5.0,109.5,0.08,0.093333333,0.0,0.4,3.0,2.0,1.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,2.0,23.0,52.0,4167.488095,0.009615385,0.024839744,0.0,0.0,2.0,2.0,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,3.0,36.0,23.0,660.4047619,0.016,0.025,30.3236,0.6,1.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.0,0.0,0.0,25.0,375.6619048,0.004,0.041777778,0.0,0.0,2.0,5.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,14.0,1.0,38.0,46.0,1060.451515,0.004444444,0.01558385,0.0,0.0,2.0,2.0,1.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,17.0,0.1,0.166666667,0.0,0.6,1.0,1.0,3.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,7.0,180.0,0.0,0.00952381,0.0,0.0,2.0,2.0,6.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,9.0,113.0,0.066666667,0.088888889,0.0,0.8,2.0,2.0,3.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,81.66666667,0.0,0.0,43.0,875.0,0.0,0.009761905,0.0,0.0,2.0,2.0,5.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,15.0,1269.5,0.014285714,0.061904762,0.0,0.6,2.0,4.0,9.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,20.0,2280.833333,0.01,0.038333333,0.0,0.0,1.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.1,0.0,0.0,3.0,2.0,3.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3.0,47.0,0.0,0.0,66.0,2582.69697,0.003030303,0.012121212,11.96954545,0.0,2.0,2.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,55.0,2.0,18.0,9.0,548.0,0.0,0.04,17.2704,0.0,2.0,4.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3.0,470.0,0.0,0.0,21.0,2046.5,0.016,0.032,21.5952,0.0,2.0,6.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,14.0,2530.5,0.014285714,0.052380952,0.0,0.6,2.0,2.0,9.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,31.0,0.066666667,0.133333333,0.0,0.0,2.0,2.0,4.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,73.5,1.0,55.0,41.0,1705.041667,0.004545455,0.023982684,7.25975,0.0,2.0,4.0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,71.0,0.1,0.1,0.0,0.0,3.0,2.0,6.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3.0,120.25,5.0,716.3899999999921,42.0,2066.927778,0.017391304,0.048188406,17.70684845,0.0,2.0,2.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3.0,156.8,4.0,262.75,12.0,350.4253968,0.002614379,0.041356389,0.0,0.4,3.0,2.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4.0,417.0,0.0,0.0,3.0,344.5,0.0,0.04,0.0,0.0,2.0,2.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,7.0,0.0,0.0,9.0,160.5,0.0,0.025,0.0,0.0,2.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,30.0,586.5333333,0.0,0.003448276,30.87724138,0.2,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2.0,11.0,1.0,0.0,35.0,1557.166667,0.005555556,0.024074074,0.0,0.0,2.0,4.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3.0,285.8,1.0,23.5,56.0,2915.166667,0.0,0.003448276,80.118,0.0,2.0,4.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.0,0.0,0.0,0.0,4.0,100.1666667,0.0,0.05,0.0,0.0,1.0,8.0,1.0,11.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,6.0,77.0,0.0,0.016666667,0.0,0.6,2.0,2.0,2.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,7.0,0.0,0.0,15.0,421.5,0.0,0.033333333,0.0,0.6,3.0,2.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,70.0,1453.9,0.010144928,0.020772947,0.0,0.4,2.0,6.0,7.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,28.0,0.0,0.0,12.0,408.5,0.0,0.018181818,0.0,0.0,1.0,8.0,3.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,830.5870409259969,0.0,0.0,24.0,1244.066667,0.008,0.028,0.0,0.0,1.0,8.0,2.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,200.5,0.0,0.0,49.0,837.4166667,0.0,0.008333333,28.16275,0.0,2.0,2.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
5.0,237.25,0.0,0.0,12.0,454.2261905,0.011764706,0.042647059,0.0,0.0,1.0,1.0,8.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3.0,2.0,3.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7.0,221.0,0.0,0.0,27.0,1753.583333,0.0,0.013131313,0.0,0.2,1.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13.0,611.0470588,7.0,393.325,34.0,1352.816503,0.009406495,0.033988025,5.816167973,0.0,2.0,2.0,6.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,6.0,332.0,0.0,0.033333333,0.0,0.0,2.0,5.0,4.0,11.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,26.0,1380.833333,0.0,0.018055556,0.0,0.0,2.0,6.0,4.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,23.0,684.5,0.02173913,0.044927536,0.0,0.8,2.0,2.0,2.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,3.0,103.1666667,21.0,1586.333333,0.016666667,0.033333333,0.0,0.0,2.0,2.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,15.0,575.6666667,0.043333333,0.044444444,0.0,0.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2.0,2.0,2.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,4.0,0.0,0.0,14.0,1319.833333,0.0,0.012222222,0.0,0.0,2.0,2.0,1.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,21.0,979.0166667,0.0,0.021,0.0,0.0,2.0,2.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,17.0,4.0,32.0,11.0,948.0,0.013333333,0.016666667,25.484,0.6,2.0,2.0,1.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.0,224.0,0.0,0.0,16.0,315.25,0.0,0.011111111,0.0,0.0,3.0,2.0,1.0,5.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,3.0,0.0,0.0,11.0,549.3333333,0.0,0.005,0.0,0.0,4.0,2.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,7.0,304.3333333,0.0,0.033333333,0.0,0.0,1.0,1.0,1.0,2.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,14.0,1.0,19.0,49.0,1527.583333,0.007843137,0.017647059,8.926823529,0.0,2.0,2.0,9.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.0,0.0,0.0,8.0,856.4166667,0.0,0.028571429,44.56114286,0.6,2.0,4.0,9.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.0,2.0,24.0,15.0,1075.5,0.0,0.013333333,0.0,0.0,6.0,2.0,4.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,9.0,368.5,0.0,0.008333333,0.0,0.0,2.0,2.0,4.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,12.0,0.066666667,0.133333333,0.0,0.0,2.0,4.0,3.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.0,586.6480186,3.0,263.6666667,41.0,1919.24523,0.014875647,0.03167916,3.485352521,0.0,1.0,1.0,8.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3.0,14.0,0.0,0.0,154.0,4712.769322,0.001282051,0.014267214,3.890350183,0.0,2.0,5.0,6.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,11.0,482.6666667,0.0,0.02,22.738,0.0,1.0,1.0,6.0,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
10.0,363.3333333,0.0,0.0,59.0,2012.900794,0.001538462,0.011431235,54.65714872,0.0,1.0,5.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.0,154.7916667,2.0,7.0,49.0,1714.868651,0.013711002,0.055127258,1.456951523,1.0,1.0,1.0,1.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,16.0,650.8333333,0.0,0.019047619,13.99,0.0,2.0,2.0,7.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.0,0.0,0.0,26.0,781.5,0.007692308,0.030769231,0.0,0.2,2.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,17.5,0.0,0.0,17.0,665.9848485,0.0,0.002352941,51.60705882,0.0,2.0,2.0,4.0,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.0,0.0,2.0,71.0,16.0,244.0,0.0,0.023529412,0.0,0.0,2.0,2.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,24.0,255.3222222,0.025,0.038888889,0.0,0.6,2.0,2.0,8.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,70.0,2083.3,0.000980392,0.005252101,0.0,0.0,2.0,2.0,7.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9.0,183.7083333,1.0,17.0,80.0,1143.371078,0.002463054,0.019057903,12.45099015,0.0,1.0,1.0,3.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,33.0,1.0,27.0,18.0,630.871912,0.0,0.000292398,0.0,0.0,1.0,1.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,0.0,2.0,62.33333333,34.0,1122.272727,0.047222222,0.071018519,0.0,0.8,2.0,2.0,4.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3.0,112.0,0.0,0.0,4.0,111.6666667,0.0,0.028571429,0.0,0.0,3.0,2.0,4.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,76.0,0.0,0.0,37.0,821.3333333,0.0,0.014285714,0.0,0.0,2.0,2.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
18.0,255.7166667,0.0,0.0,184.0,7706.546429,0.002083333,0.013793271,6.738395238,0.0,2.0,2.0,9.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,5.0,626.0,0.0,0.04,0.0,0.0,1.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3.0,83.0,0.0,0.0,5.0,47.0,0.0,0.028571429,0.0,0.0,2.0,2.0,4.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,17.0,857.0,0.023529412,0.076470588,0.0,0.0,4.0,2.0,4.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,44.0,0.066666667,0.1,0.0,0.0,3.0,2.0,1.0,15.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,51.0,0.0,0.0,66.0,1859.5,0.005128205,0.00974359,0.0,0.4,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12.0,194.0362319,3.0,61.5,36.0,625.308112,0.011627907,0.032461962,0.0,0.0,3.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,73.0,1209.761905,0.002816901,0.007668232,0.0,0.0,2.0,4.0,3.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,19.0,801.5833333,0.010526316,0.035087719,0.0,1.0,1.0,1.0,1.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,27.0,1115.75,0.015384615,0.034615385,0.0,0.0,2.0,2.0,1.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,57.0,3.0,144.0,15.0,280.0833333,0.010526316,0.021052632,0.0,0.0,3.0,2.0,6.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,9.0,260.3,0.0,0.005555556,16.32244444,0.0,3.0,2.0,6.0,11.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2.0,11.5,0.0,0.0,12.0,1562.0,0.023,0.042941176,33.1128,0.8,2.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,9.0,1.0,82.0,93.0,3148.173939,0.021875,0.039475088,3.323971324,0.4,3.0,2.0,8.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,21.0,464.5833333,0.0,0.0125,0.0,0.0,2.0,2.0,3.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,14.0,310.0,0.028571429,0.064285714,0.0,0.2,2.0,4.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,12.0,1287.0,0.0,0.016666667,0.0,0.4,4.0,2.0,2.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,15.0,153.0,0.0,0.04,0.0,0.6,2.0,10.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,41.0,881.1666667,0.009756098,0.021138211,0.0,0.6,2.0,5.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,2.0,247.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,15.0,0.0,0.0,26.0,601.7681818,0.0,0.007407407,0.0,0.8,2.0,4.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8.0,201.3333333,2.0,5.0,116.0,3364.191667,0.014957265,0.024863655,0.0,0.4,3.0,2.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,13.0,490.0833333,0.0,0.003636364,11.988,1.0,1.0,8.0,1.0,11.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
0.0,0.0,0.0,0.0,5.0,87.0,0.04,0.06,0.0,0.6,2.0,2.0,3.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,6.0,954.5,0.0,0.066666667,0.0,0.4,2.0,2.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3.0,26.0,0.0,0.0,2.0,22.0,0.0,0.02,0.0,0.8,2.0,2.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7.0,134.75,0.0,0.0,43.0,3283.722222,0.009302326,0.019379845,24.90144186,0.2,1.0,2.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,16.0,0.0,0.0,29.0,1412.5,0.007142857,0.046428571,0.0,0.0,2.0,2.0,6.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,9.0,113.0,0.022222222,0.055555556,0.0,0.4,2.0,2.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4.0,116.0,1.0,8.0,59.0,1828.774603,0.003874092,0.023361582,26.93792373,0.0,2.0,2.0,7.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3.0,42.0,0.0,0.0,24.0,1381.733333,0.031481481,0.018777882,0.0,0.0,3.0,2.0,4.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,9.0,890.0,0.044444444,0.066666667,0.0,0.4,2.0,2.0,6.0,19.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,39.0,1183.5,0.012820513,0.033333333,0.0,0.0,2.0,2.0,7.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,29.0,1.0,113.0,14.0,536.0357143,0.0,0.003571429,0.0,0.0,2.0,2.0,3.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,12.0,0.0,0.0,45.0,547.5,0.033469388,0.054460641,13.18408163,0.8,2.0,10.0,3.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,88.0,1917.683333,0.003409091,0.016287879,0.0,0.2,2.0,2.0,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,0.0,1.0,37.4,23.0,1146.5,0.015384615,0.023076923,72.52076923,0.0,2.0,4.0,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
